event_id,event_date,entity_id,source_system,event_type,severity,impacted_metric,records_impacted
EVT00338,2026-04-08,ENT002,customer success notes,refresh_delay,High,collaboration_depth,22174
EVT00339,2026-04-09,ENT003,Jira,definition_change,Critical,support_friction,56946
EVT00340,2026-04-10,ENT004,product events,customer_request,Critical,feature_readiness,20803
EVT00341,2026-04-11,ENT005,Jira,release_review,Critical,activation_rate,20919
EVT00342,2026-04-12,ENT006,launch tracker,definition_change,Critical,activation_rate,35341
EVT00343,2026-04-13,ENT007,product events,definition_change,Low,feature_readiness,3765
EVT00344,2026-04-14,ENT008,user interviews,refresh_delay,Medium,feature_readiness,901
EVT00345,2026-04-15,ENT009,user interviews,release_review,Medium,activation_rate,2125
EVT00346,2026-04-16,ENT010,user interviews,definition_change,Critical,support_friction,3021
EVT00347,2026-04-17,ENT011,Jira,definition_change,High,feature_readiness,22238
EVT00348,2026-04-18,ENT012,customer success notes,definition_change,Low,repeat_creation,1951
EVT00349,2026-04-19,ENT013,user interviews,release_review,High,feature_readiness,44315
EVT00350,2026-04-20,ENT014,launch tracker,customer_request,Low,support_friction,3581
EVT00351,2026-04-21,ENT015,customer success notes,qa_failure,High,repeat_creation,31485
EVT00352,2026-04-22,ENT016,user interviews,release_review,High,feature_readiness,9146
EVT00353,2026-04-23,ENT017,customer success notes,experiment_readout,High,activation_rate,4924
EVT00354,2026-04-24,ENT018,user interviews,experiment_readout,Medium,collaboration_depth,12723
EVT00355,2026-04-25,ENT019,user interviews,release_review,High,feature_readiness,9314
EVT00356,2026-04-26,ENT020,product events,release_review,Medium,support_friction,20415
EVT00357,2026-04-27,ENT021,customer success notes,definition_change,Medium,support_friction,26412
EVT00358,2026-04-28,ENT022,product events,release_review,High,collaboration_depth,20269
EVT00359,2026-04-29,ENT023,user interviews,qa_failure,High,activation_rate,10767
EVT00360,2026-04-30,ENT024,launch tracker,experiment_readout,Medium,activation_rate,57648
EVT00361,2026-01-01,ENT001,user interviews,experiment_readout,High,collaboration_depth,29835
EVT00362,2026-01-02,ENT002,user interviews,qa_failure,Low,feature_readiness,15286
EVT00363,2026-01-03,ENT003,product events,customer_request,Medium,feature_readiness,27341
EVT00364,2026-01-04,ENT004,launch tracker,experiment_readout,Medium,repeat_creation,44755
EVT00365,2026-01-05,ENT005,product events,qa_failure,Medium,activation_rate,12051
EVT00366,2026-01-06,ENT006,user interviews,manual_override,High,collaboration_depth,51735
EVT00367,2026-01-07,ENT007,launch tracker,release_review,High,support_friction,57441
EVT00368,2026-01-08,ENT008,Jira,experiment_readout,High,collaboration_depth,32726
EVT00369,2026-01-09,ENT009,Jira,qa_failure,High,repeat_creation,63277
EVT00370,2026-01-10,ENT010,launch tracker,experiment_readout,Low,support_friction,38284
EVT00371,2026-01-11,ENT011,user interviews,definition_change,Low,feature_readiness,60142
EVT00372,2026-01-12,ENT012,customer success notes,experiment_readout,Medium,repeat_creation,33652
EVT00373,2026-01-13,ENT013,user interviews,definition_change,Medium,collaboration_depth,12637
EVT00374,2026-01-14,ENT014,Jira,experiment_readout,Medium,activation_rate,16776
EVT00375,2026-01-15,ENT015,launch tracker,experiment_readout,Critical,support_friction,384
EVT00376,2026-01-16,ENT016,launch tracker,customer_request,Medium,support_friction,41343
EVT00377,2026-01-17,ENT017,customer success notes,refresh_delay,Medium,support_friction,54996
EVT00378,2026-01-18,ENT018,launch tracker,manual_override,Critical,support_friction,20699
EVT00379,2026-01-19,ENT019,Jira,refresh_delay,Medium,activation_rate,15051
EVT00380,2026-01-20,ENT020,launch tracker,manual_override,Medium,activation_rate,52787
EVT00381,2026-01-21,ENT021,user interviews,manual_override,Medium,support_friction,25050
EVT00382,2026-01-22,ENT022,Jira,refresh_delay,Low,repeat_creation,50734
EVT00383,2026-01-23,ENT023,customer success notes,experiment_readout,High,activation_rate,30879
EVT00384,2026-01-24,ENT024,user interviews,manual_override,Low,activation_rate,50823
EVT00385,2026-01-25,ENT001,customer success notes,refresh_delay,Critical,collaboration_depth,3984
EVT00386,2026-01-26,ENT002,launch tracker,experiment_readout,Critical,repeat_creation,5942
EVT00387,2026-01-27,ENT003,product events,experiment_readout,Low,support_friction,708
EVT00388,2026-01-28,ENT004,launch tracker,experiment_readout,Critical,feature_readiness,54661
EVT00389,2026-01-29,ENT005,customer success notes,definition_change,High,support_friction,22123
EVT00390,2026-01-30,ENT006,user interviews,release_review,Medium,collaboration_depth,10198
EVT00391,2026-01-31,ENT007,customer success notes,release_review,High,activation_rate,56552
EVT00392,2026-02-01,ENT008,launch tracker,experiment_readout,High,collaboration_depth,36188
EVT00393,2026-02-02,ENT009,customer success notes,customer_request,Critical,feature_readiness,15961
EVT00394,2026-02-03,ENT010,user interviews,qa_failure,Critical,collaboration_depth,30308
EVT00395,2026-02-04,ENT011,launch tracker,refresh_delay,High,activation_rate,24141
EVT00396,2026-02-05,ENT012,user interviews,manual_override,Critical,activation_rate,36088
EVT00397,2026-02-06,ENT013,Jira,refresh_delay,Critical,support_friction,44651
EVT00398,2026-02-07,ENT014,product events,customer_request,Low,collaboration_depth,37594
EVT00399,2026-02-08,ENT015,user interviews,qa_failure,Low,activation_rate,33989
EVT00400,2026-02-09,ENT016,customer success notes,manual_override,Low,feature_readiness,50335
EVT00401,2026-02-10,ENT017,launch tracker,manual_override,High,repeat_creation,7565
EVT00402,2026-02-11,ENT018,product events,customer_request,High,support_friction,31727
EVT00403,2026-02-12,ENT019,user interviews,customer_request,Low,repeat_creation,16776
EVT00404,2026-02-13,ENT020,user interviews,refresh_delay,Medium,collaboration_depth,53543
EVT00405,2026-02-14,ENT021,product events,manual_override,High,activation_rate,5071
EVT00406,2026-02-15,ENT022,user interviews,experiment_readout,High,activation_rate,41518
EVT00407,2026-02-16,ENT023,product events,definition_change,Medium,repeat_creation,45505
EVT00408,2026-02-17,ENT024,Jira,qa_failure,Low,feature_readiness,22132
EVT00409,2026-02-18,ENT001,launch tracker,release_review,High,activation_rate,31859
EVT00410,2026-02-19,ENT002,product events,experiment_readout,Critical,collaboration_depth,38728
EVT00411,2026-02-20,ENT003,Jira,experiment_readout,Medium,support_friction,59441
EVT00412,2026-02-21,ENT004,product events,refresh_delay,Critical,repeat_creation,31415
EVT00413,2026-02-22,ENT005,product events,manual_override,Critical,feature_readiness,47485
EVT00414,2026-02-23,ENT006,product events,manual_override,Low,repeat_creation,42036
EVT00415,2026-02-24,ENT007,launch tracker,qa_failure,Low,collaboration_depth,55117
EVT00416,2026-02-25,ENT008,product events,refresh_delay,Low,feature_readiness,62132
EVT00417,2026-02-26,ENT009,product events,definition_change,Medium,support_friction,55615
EVT00418,2026-02-27,ENT010,user interviews,release_review,Medium,activation_rate,54829
EVT00419,2026-02-28,ENT011,user interviews,manual_override,Low,feature_readiness,26654
EVT00420,2026-03-01,ENT012,product events,manual_override,Medium,collaboration_depth,12895
EVT00421,2026-03-02,ENT013,launch tracker,manual_override,Critical,collaboration_depth,34591
EVT00422,2026-03-03,ENT014,Jira,manual_override,Critical,feature_readiness,16503
EVT00423,2026-03-04,ENT015,product events,definition_change,Low,feature_readiness,58412
EVT00424,2026-03-05,ENT016,customer success notes,customer_request,Critical,repeat_creation,41373
EVT00425,2026-03-06,ENT017,launch tracker,customer_request,Medium,repeat_creation,33047
EVT00426,2026-03-07,ENT018,product events,experiment_readout,Medium,collaboration_depth,28203
EVT00427,2026-03-08,ENT019,product events,manual_override,High,feature_readiness,14671
EVT00428,2026-03-09,ENT020,customer success notes,qa_failure,Medium,activation_rate,8834
EVT00429,2026-03-10,ENT021,launch tracker,qa_failure,Critical,support_friction,45779
EVT00430,2026-03-11,ENT022,user interviews,refresh_delay,High,feature_readiness,25570
EVT00431,2026-03-12,ENT023,customer success notes,experiment_readout,High,support_friction,41556
EVT00432,2026-03-13,ENT024,customer success notes,experiment_readout,Medium,collaboration_depth,2680
EVT00433,2026-03-14,ENT001,Jira,experiment_readout,Critical,repeat_creation,16087
EVT00434,2026-03-15,ENT002,customer success notes,definition_change,Low,support_friction,36583
EVT00435,2026-03-16,ENT003,user interviews,release_review,Critical,repeat_creation,58869
EVT00436,2026-03-17,ENT004,Jira,customer_request,Critical,collaboration_depth,29341
EVT00437,2026-03-18,ENT005,product events,refresh_delay,Critical,collaboration_depth,2130
EVT00438,2026-03-19,ENT006,customer success notes,manual_override,High,repeat_creation,34638
EVT00439,2026-03-20,ENT007,product events,manual_override,Low,repeat_creation,9347
EVT00440,2026-03-21,ENT008,launch tracker,experiment_readout,High,repeat_creation,39977
EVT00441,2026-03-22,ENT009,user interviews,customer_request,Low,repeat_creation,41318
EVT00442,2026-03-23,ENT010,product events,qa_failure,Low,feature_readiness,37637
EVT00443,2026-03-24,ENT011,Jira,definition_change,Low,activation_rate,50117
EVT00444,2026-03-25,ENT012,user interviews,refresh_delay,Medium,activation_rate,38224
EVT00445,2026-03-26,ENT013,launch tracker,manual_override,High,repeat_creation,42687
EVT00446,2026-03-27,ENT014,launch tracker,refresh_delay,High,collaboration_depth,15504
EVT00447,2026-03-28,ENT015,product events,release_review,High,feature_readiness,17312
EVT00448,2026-03-29,ENT016,product events,release_review,Critical,repeat_creation,35466
EVT00449,2026-03-30,ENT017,launch tracker,customer_request,Critical,support_friction,53447
EVT00450,2026-03-31,ENT018,product events,customer_request,Critical,collaboration_depth,29504
EVT00451,2026-04-01,ENT019,user interviews,manual_override,Critical,activation_rate,45057
EVT00452,2026-04-02,ENT020,launch tracker,definition_change,Critical,feature_readiness,25201
EVT00453,2026-04-03,ENT021,Jira,release_review,Critical,activation_rate,27625
EVT00454,2026-04-04,ENT022,user interviews,customer_request,Low,activation_rate,3341
EVT00455,2026-04-05,ENT023,customer success notes,definition_change,Critical,support_friction,12957
EVT00456,2026-04-06,ENT024,launch tracker,qa_failure,Low,repeat_creation,34379
EVT00457,2026-04-07,ENT001,Jira,experiment_readout,Medium,activation_rate,60255
EVT00458,2026-04-08,ENT002,launch tracker,refresh_delay,Low,support_friction,36709
EVT00459,2026-04-09,ENT003,launch tracker,manual_override,High,collaboration_depth,60645
EVT00460,2026-04-10,ENT004,customer success notes,refresh_delay,Medium,repeat_creation,946
EVT00461,2026-04-11,ENT005,user interviews,qa_failure,High,collaboration_depth,52593
EVT00462,2026-04-12,ENT006,product events,customer_request,Medium,collaboration_depth,44034
EVT00463,2026-04-13,ENT007,product events,release_review,Medium,collaboration_depth,5945
EVT00464,2026-04-14,ENT008,customer success notes,refresh_delay,Critical,collaboration_depth,22767
EVT00465,2026-04-15,ENT009,launch tracker,release_review,Critical,activation_rate,64200
EVT00466,2026-04-16,ENT010,customer success notes,definition_change,Medium,feature_readiness,51401
EVT00467,2026-04-17,ENT011,product events,experiment_readout,High,activation_rate,2704
EVT00468,2026-04-18,ENT012,user interviews,refresh_delay,Medium,repeat_creation,44939
EVT00469,2026-04-19,ENT013,launch tracker,qa_failure,High,support_friction,24984
EVT00470,2026-04-20,ENT014,customer success notes,release_review,Medium,feature_readiness,31869
EVT00471,2026-04-21,ENT015,product events,experiment_readout,Low,support_friction,47406
EVT00472,2026-04-22,ENT016,Jira,customer_request,Low,support_friction,17982
EVT00473,2026-04-23,ENT017,Jira,qa_failure,Critical,activation_rate,30559
EVT00474,2026-04-24,ENT018,launch tracker,customer_request,Medium,collaboration_depth,59882
EVT00475,2026-04-25,ENT019,customer success notes,refresh_delay,Medium,activation_rate,53365
EVT00476,2026-04-26,ENT020,launch tracker,manual_override,High,repeat_creation,16243
EVT00477,2026-04-27,ENT021,launch tracker,qa_failure,Medium,repeat_creation,56444
EVT00478,2026-04-28,ENT022,product events,release_review,High,activation_rate,22351
EVT00479,2026-04-29,ENT023,customer success notes,experiment_readout,Critical,activation_rate,18391
EVT00480,2026-04-30,ENT024,Jira,release_review,High,activation_rate,17027
EVT00481,2026-01-01,ENT001,Jira,definition_change,Critical,support_friction,22075
EVT00482,2026-01-02,ENT002,product events,refresh_delay,High,activation_rate,24457
EVT00483,2026-01-03,ENT003,launch tracker,definition_change,Critical,collaboration_depth,22964
EVT00484,2026-01-04,ENT004,user interviews,customer_request,High,collaboration_depth,31814
EVT00485,2026-01-05,ENT005,user interviews,definition_change,High,support_friction,47266
EVT00486,2026-01-06,ENT006,launch tracker,definition_change,Critical,repeat_creation,45531
EVT00487,2026-01-07,ENT007,product events,customer_request,Medium,activation_rate,7159
EVT00488,2026-01-08,ENT008,customer success notes,experiment_readout,Medium,support_friction,62677
EVT00489,2026-01-09,ENT009,customer success notes,customer_request,Low,feature_readiness,45278
EVT00490,2026-01-10,ENT010,Jira,manual_override,Low,collaboration_depth,15541
EVT00491,2026-01-11,ENT011,product events,customer_request,High,support_friction,5503
EVT00492,2026-01-12,ENT012,customer success notes,manual_override,Critical,repeat_creation,22965
EVT00493,2026-01-13,ENT013,customer success notes,definition_change,Medium,collaboration_depth,22050
EVT00494,2026-01-14,ENT014,launch tracker,experiment_readout,Medium,activation_rate,4605
EVT00495,2026-01-15,ENT015,customer success notes,refresh_delay,Critical,support_friction,40773
EVT00496,2026-01-16,ENT016,customer success notes,definition_change,High,activation_rate,37506
EVT00497,2026-01-17,ENT017,product events,manual_override,Low,support_friction,63301
EVT00498,2026-01-18,ENT018,launch tracker,customer_request,Medium,repeat_creation,39197
EVT00499,2026-01-19,ENT019,customer success notes,release_review,High,collaboration_depth,63550
EVT00500,2026-01-20,ENT020,customer success notes,customer_request,Critical,repeat_creation,59354
EVT00501,2026-01-21,ENT021,user interviews,experiment_readout,High,feature_readiness,47086
EVT00502,2026-01-22,ENT022,product events,release_review,High,support_friction,49651
EVT00503,2026-01-23,ENT023,Jira,release_review,High,feature_readiness,15685
EVT00504,2026-01-24,ENT024,customer success notes,experiment_readout,Critical,repeat_creation,30520
EVT00505,2026-01-25,ENT001,launch tracker,release_review,Critical,repeat_creation,45242
EVT00506,2026-01-26,ENT002,customer success notes,customer_request,High,repeat_creation,14926
EVT00507,2026-01-27,ENT003,launch tracker,qa_failure,Critical,collaboration_depth,47141
EVT00508,2026-01-28,ENT004,user interviews,qa_failure,Medium,support_friction,11039
EVT00509,2026-01-29,ENT005,product events,definition_change,Critical,collaboration_depth,54341
EVT00510,2026-01-30,ENT006,launch tracker,refresh_delay,High,feature_readiness,62014
EVT00511,2026-01-31,ENT007,user interviews,customer_request,Critical,repeat_creation,22226
EVT00512,2026-02-01,ENT008,Jira,qa_failure,Medium,activation_rate,41849
EVT00513,2026-02-02,ENT009,Jira,definition_change,High,collaboration_depth,52086
EVT00514,2026-02-03,ENT010,user interviews,release_review,Critical,feature_readiness,33668
EVT00515,2026-02-04,ENT011,user interviews,refresh_delay,Low,collaboration_depth,1529
EVT00516,2026-02-05,ENT012,Jira,experiment_readout,High,repeat_creation,43023
EVT00517,2026-02-06,ENT013,customer success notes,qa_failure,High,activation_rate,26867
EVT00518,2026-02-07,ENT014,product events,qa_failure,Medium,support_friction,3676
EVT00519,2026-02-08,ENT015,product events,manual_override,Medium,repeat_creation,23416
EVT00520,2026-02-09,ENT016,launch tracker,customer_request,High,repeat_creation,130
EVT00521,2026-02-10,ENT017,customer success notes,qa_failure,High,activation_rate,34286
EVT00522,2026-02-11,ENT018,customer success notes,manual_override,Medium,repeat_creation,51321
EVT00523,2026-02-12,ENT019,customer success notes,customer_request,Medium,activation_rate,59185
EVT00524,2026-02-13,ENT020,customer success notes,customer_request,Low,support_friction,58020
EVT00525,2026-02-14,ENT021,Jira,experiment_readout,Low,collaboration_depth,25825
EVT00526,2026-02-15,ENT022,customer success notes,experiment_readout,High,repeat_creation,27025
EVT00527,2026-02-16,ENT023,Jira,experiment_readout,Critical,feature_readiness,57629
EVT00528,2026-02-17,ENT024,Jira,definition_change,Critical,collaboration_depth,27615
EVT00529,2026-02-18,ENT001,launch tracker,release_review,Critical,support_friction,55751
EVT00530,2026-02-19,ENT002,customer success notes,definition_change,Low,repeat_creation,57403
EVT00531,2026-02-20,ENT003,customer success notes,qa_failure,Medium,support_friction,10988
EVT00532,2026-02-21,ENT004,launch tracker,customer_request,High,collaboration_depth,36679
EVT00533,2026-02-22,ENT005,launch tracker,release_review,Medium,support_friction,59148
EVT00534,2026-02-23,ENT006,product events,release_review,High,collaboration_depth,20162
EVT00535,2026-02-24,ENT007,customer success notes,manual_override,Medium,support_friction,55469
EVT00536,2026-02-25,ENT008,product events,definition_change,Medium,support_friction,43336
EVT00537,2026-02-26,ENT009,launch tracker,release_review,High,activation_rate,34583
EVT00538,2026-02-27,ENT010,customer success notes,release_review,Low,repeat_creation,4110
EVT00539,2026-02-28,ENT011,user interviews,definition_change,High,collaboration_depth,51029
EVT00540,2026-03-01,ENT012,Jira,refresh_delay,Medium,collaboration_depth,40765
EVT00541,2026-03-02,ENT013,user interviews,refresh_delay,Critical,activation_rate,51711
EVT00542,2026-03-03,ENT014,product events,refresh_delay,High,repeat_creation,17178
EVT00543,2026-03-04,ENT015,product events,experiment_readout,Critical,repeat_creation,50557
EVT00544,2026-03-05,ENT016,launch tracker,refresh_delay,Medium,collaboration_depth,3846
EVT00545,2026-03-06,ENT017,launch tracker,manual_override,Medium,activation_rate,40156
EVT00546,2026-03-07,ENT018,user interviews,refresh_delay,High,activation_rate,15582
EVT00547,2026-03-08,ENT019,user interviews,definition_change,Low,repeat_creation,31048
EVT00548,2026-03-09,ENT020,user interviews,qa_failure,Medium,collaboration_depth,9215
EVT00549,2026-03-10,ENT021,user interviews,release_review,Critical,repeat_creation,46987
EVT00550,2026-03-11,ENT022,launch tracker,definition_change,Low,activation_rate,43964
EVT00551,2026-03-12,ENT023,product events,manual_override,Low,activation_rate,4535
EVT00552,2026-03-13,ENT024,product events,definition_change,High,activation_rate,1825
EVT00553,2026-03-14,ENT001,customer success notes,definition_change,Critical,feature_readiness,41975
EVT00554,2026-03-15,ENT002,launch tracker,experiment_readout,Medium,collaboration_depth,32696
EVT00555,2026-03-16,ENT003,launch tracker,refresh_delay,Critical,feature_readiness,18429
EVT00556,2026-03-17,ENT004,user interviews,definition_change,Medium,feature_readiness,61829
EVT00557,2026-03-18,ENT005,user interviews,qa_failure,Medium,support_friction,55394
EVT00558,2026-03-19,ENT006,launch tracker,qa_failure,Low,repeat_creation,49310
EVT00559,2026-03-20,ENT007,user interviews,definition_change,Medium,repeat_creation,25968
EVT00560,2026-03-21,ENT008,Jira,customer_request,High,activation_rate,27620
EVT00561,2026-03-22,ENT009,launch tracker,refresh_delay,Medium,activation_rate,19954
EVT00562,2026-03-23,ENT010,product events,refresh_delay,Low,repeat_creation,62942
EVT00563,2026-03-24,ENT011,product events,customer_request,High,repeat_creation,13586
EVT00564,2026-03-25,ENT012,customer success notes,manual_override,Critical,activation_rate,11061
EVT00565,2026-03-26,ENT013,customer success notes,experiment_readout,Critical,feature_readiness,4166
EVT00566,2026-03-27,ENT014,customer success notes,definition_change,Low,activation_rate,51217
EVT00567,2026-03-28,ENT015,launch tracker,qa_failure,Critical,collaboration_depth,8548
EVT00568,2026-03-29,ENT016,product events,refresh_delay,Medium,feature_readiness,43493
EVT00569,2026-03-30,ENT017,customer success notes,release_review,Critical,support_friction,46273
EVT00570,2026-03-31,ENT018,Jira,definition_change,High,collaboration_depth,60754
EVT00571,2026-04-01,ENT019,launch tracker,qa_failure,High,collaboration_depth,61261
EVT00572,2026-04-02,ENT020,Jira,qa_failure,Medium,activation_rate,31191
EVT00573,2026-04-03,ENT021,Jira,manual_override,Critical,activation_rate,48656
EVT00574,2026-04-04,ENT022,user interviews,qa_failure,Low,activation_rate,43625
EVT00575,2026-04-05,ENT023,launch tracker,release_review,High,feature_readiness,53044
EVT00576,2026-04-06,ENT024,launch tracker,experiment_readout,Medium,support_friction,45669
EVT00577,2026-04-07,ENT001,user interviews,qa_failure,Critical,repeat_creation,13926
EVT00578,2026-04-08,ENT002,Jira,definition_change,Low,repeat_creation,23064
EVT00579,2026-04-09,ENT003,launch tracker,manual_override,Critical,feature_readiness,41001
EVT00580,2026-04-10,ENT004,user interviews,experiment_readout,Critical,feature_readiness,15806
EVT00581,2026-04-11,ENT005,user interviews,refresh_delay,Critical,collaboration_depth,10522
EVT00582,2026-04-12,ENT006,customer success notes,definition_change,Critical,collaboration_depth,53397
EVT00583,2026-04-13,ENT007,customer success notes,experiment_readout,Low,repeat_creation,48651
EVT00584,2026-04-14,ENT008,customer success notes,release_review,Medium,activation_rate,49240
EVT00585,2026-04-15,ENT009,customer success notes,refresh_delay,High,collaboration_depth,51569
EVT00586,2026-04-16,ENT010,customer success notes,experiment_readout,Low,support_friction,40196
EVT00587,2026-04-17,ENT011,product events,release_review,Medium,support_friction,46474
EVT00588,2026-04-18,ENT012,product events,customer_request,Low,support_friction,27675
EVT00589,2026-04-19,ENT013,customer success notes,customer_request,Low,collaboration_depth,22025
EVT00590,2026-04-20,ENT014,launch tracker,manual_override,High,support_friction,22673
EVT00591,2026-04-21,ENT015,launch tracker,manual_override,High,collaboration_depth,38089
EVT00592,2026-04-22,ENT016,user interviews,release_review,High,collaboration_depth,60880
EVT00593,2026-04-23,ENT017,user interviews,qa_failure,Critical,activation_rate,303
EVT00594,2026-04-24,ENT018,launch tracker,experiment_readout,Medium,support_friction,42181
EVT00595,2026-04-25,ENT019,product events,manual_override,Medium,feature_readiness,54126
EVT00596,2026-04-26,ENT020,product events,experiment_readout,High,support_friction,21721
EVT00597,2026-04-27,ENT021,launch tracker,customer_request,Low,activation_rate,37322
EVT00598,2026-04-28,ENT022,Jira,manual_override,High,collaboration_depth,36412
EVT00599,2026-04-29,ENT023,customer success notes,customer_request,Medium,activation_rate,1992
EVT00600,2026-04-30,ENT024,launch tracker,manual_override,Critical,support_friction,39374
EVT00601,2026-01-01,ENT001,user interviews,qa_failure,Low,feature_readiness,31558
EVT00602,2026-01-02,ENT002,user interviews,manual_override,Medium,repeat_creation,20207
EVT00603,2026-01-03,ENT003,Jira,refresh_delay,Low,support_friction,50720
EVT00604,2026-01-04,ENT004,customer success notes,definition_change,Low,activation_rate,10625
EVT00605,2026-01-05,ENT005,Jira,definition_change,Critical,collaboration_depth,30051
EVT00606,2026-01-06,ENT006,customer success notes,qa_failure,Low,support_friction,50437
EVT00607,2026-01-07,ENT007,customer success notes,manual_override,Medium,activation_rate,37213
EVT00608,2026-01-08,ENT008,product events,definition_change,Low,support_friction,38896
EVT00609,2026-01-09,ENT009,launch tracker,experiment_readout,Medium,feature_readiness,2052
EVT00610,2026-01-10,ENT010,Jira,refresh_delay,Low,repeat_creation,8468
EVT00611,2026-01-11,ENT011,launch tracker,customer_request,Critical,activation_rate,34980
EVT00612,2026-01-12,ENT012,product events,release_review,Low,support_friction,23335
EVT00613,2026-01-13,ENT013,launch tracker,experiment_readout,Medium,collaboration_depth,32549
EVT00614,2026-01-14,ENT014,launch tracker,manual_override,Medium,support_friction,29633
EVT00615,2026-01-15,ENT015,user interviews,experiment_readout,Critical,repeat_creation,19384
EVT00616,2026-01-16,ENT016,launch tracker,release_review,Medium,activation_rate,15227
EVT00617,2026-01-17,ENT017,Jira,qa_failure,Critical,repeat_creation,14823
EVT00618,2026-01-18,ENT018,customer success notes,manual_override,High,support_friction,21353
EVT00619,2026-01-19,ENT019,Jira,refresh_delay,Medium,support_friction,23308
EVT00620,2026-01-20,ENT020,customer success notes,refresh_delay,Critical,feature_readiness,51378
EVT00621,2026-01-21,ENT021,customer success notes,refresh_delay,Medium,support_friction,16686
EVT00622,2026-01-22,ENT022,launch tracker,release_review,Critical,collaboration_depth,41474
EVT00623,2026-01-23,ENT023,customer success notes,release_review,Medium,repeat_creation,49234
EVT00624,2026-01-24,ENT024,launch tracker,qa_failure,Medium,collaboration_depth,9636
EVT00625,2026-01-25,ENT001,product events,experiment_readout,Medium,repeat_creation,42204
EVT00626,2026-01-26,ENT002,Jira,qa_failure,Low,activation_rate,10927
EVT00627,2026-01-27,ENT003,launch tracker,definition_change,Medium,support_friction,59551
EVT00628,2026-01-28,ENT004,product events,manual_override,High,collaboration_depth,47980
EVT00629,2026-01-29,ENT005,user interviews,release_review,Low,collaboration_depth,6178
EVT00630,2026-01-30,ENT006,Jira,release_review,Low,collaboration_depth,44983
EVT00631,2026-01-31,ENT007,customer success notes,release_review,Low,repeat_creation,58303
EVT00632,2026-02-01,ENT008,Jira,manual_override,Low,feature_readiness,60684
EVT00633,2026-02-02,ENT009,customer success notes,manual_override,Critical,repeat_creation,40161
EVT00634,2026-02-03,ENT010,launch tracker,release_review,Low,feature_readiness,39648
EVT00635,2026-02-04,ENT011,user interviews,experiment_readout,Critical,repeat_creation,33912
EVT00636,2026-02-05,ENT012,product events,experiment_readout,Critical,activation_rate,44938
EVT00637,2026-02-06,ENT013,launch tracker,refresh_delay,Low,feature_readiness,30516
EVT00638,2026-02-07,ENT014,user interviews,customer_request,Medium,feature_readiness,24869
EVT00639,2026-02-08,ENT015,product events,refresh_delay,Low,collaboration_depth,3485
EVT00640,2026-02-09,ENT016,product events,customer_request,Low,collaboration_depth,38868
EVT00641,2026-02-10,ENT017,customer success notes,customer_request,Medium,repeat_creation,34207
EVT00642,2026-02-11,ENT018,Jira,customer_request,Critical,repeat_creation,18568
EVT00643,2026-02-12,ENT019,launch tracker,manual_override,High,feature_readiness,25717
EVT00644,2026-02-13,ENT020,launch tracker,experiment_readout,High,repeat_creation,62394
EVT00645,2026-02-14,ENT021,Jira,release_review,High,repeat_creation,50481
EVT00646,2026-02-15,ENT022,Jira,definition_change,Low,collaboration_depth,16020
EVT00647,2026-02-16,ENT023,Jira,qa_failure,Critical,repeat_creation,655
EVT00648,2026-02-17,ENT024,customer success notes,manual_override,Medium,activation_rate,53854
EVT00649,2026-02-18,ENT001,Jira,manual_override,Critical,activation_rate,46940
EVT00650,2026-02-19,ENT002,product events,qa_failure,High,feature_readiness,50606
EVT00651,2026-02-20,ENT003,user interviews,customer_request,High,support_friction,494
EVT00652,2026-02-21,ENT004,launch tracker,experiment_readout,Low,support_friction,6423
EVT00653,2026-02-22,ENT005,Jira,experiment_readout,Medium,support_friction,50140
EVT00654,2026-02-23,ENT006,Jira,qa_failure,High,repeat_creation,18349
EVT00655,2026-02-24,ENT007,user interviews,release_review,Critical,support_friction,7539
EVT00656,2026-02-25,ENT008,customer success notes,definition_change,High,feature_readiness,4860
EVT00657,2026-02-26,ENT009,launch tracker,manual_override,High,repeat_creation,62132
EVT00658,2026-02-27,ENT010,customer success notes,experiment_readout,High,collaboration_depth,14429
EVT00659,2026-02-28,ENT011,user interviews,release_review,Low,support_friction,30914
EVT00660,2026-03-01,ENT012,launch tracker,experiment_readout,Low,feature_readiness,9264
EVT00661,2026-03-02,ENT013,launch tracker,definition_change,Medium,activation_rate,35457
EVT00662,2026-03-03,ENT014,Jira,experiment_readout,Low,repeat_creation,61899
EVT00663,2026-03-04,ENT015,Jira,customer_request,Critical,collaboration_depth,30440
EVT00664,2026-03-05,ENT016,launch tracker,release_review,Medium,repeat_creation,28495
EVT00665,2026-03-06,ENT017,customer success notes,release_review,High,activation_rate,25356
EVT00666,2026-03-07,ENT018,user interviews,experiment_readout,Low,support_friction,13311
EVT00667,2026-03-08,ENT019,Jira,refresh_delay,High,feature_readiness,1993
EVT00668,2026-03-09,ENT020,launch tracker,refresh_delay,Low,repeat_creation,42640
EVT00669,2026-03-10,ENT021,Jira,experiment_readout,Medium,feature_readiness,4470
EVT00670,2026-03-11,ENT022,launch tracker,release_review,High,feature_readiness,32346
EVT00671,2026-03-12,ENT023,launch tracker,manual_override,Medium,support_friction,10148
EVT00672,2026-03-13,ENT024,user interviews,refresh_delay,Critical,repeat_creation,24778
EVT00673,2026-03-14,ENT001,launch tracker,definition_change,Medium,collaboration_depth,11127
EVT00674,2026-03-15,ENT002,user interviews,definition_change,Critical,repeat_creation,64602
